"calendar_year","location","race","experiencing_homelessness"
2019,"California","Asian or Asian American","3909"
2019,"California","Black, African American, or African","74481"
2019,"California","Multiple Races","10671"
2019,"California","Native Hawaiian or Pacific Islander","3007"
2019,"California","Unknown","9123"
2019,"California","White","131782"
2019,"Santa Clara County CoC","American Indian, Alaska Native, or Indigenous","658"
2019,"Santa Clara County CoC","Asian or Asian American","533"
2019,"Santa Clara County CoC","Black, African American, or African","1938"
2019,"Santa Clara County CoC","Multiple Races","783"
2019,"Santa Clara County CoC","Native Hawaiian or Pacific Islander","233"
2019,"Santa Clara County CoC","Unknown","451"
2019,"Santa Clara County CoC","White","7373"
2019,"San Francisco CoC","American Indian, Alaska Native, or Indigenous","443"
2019,"San Francisco CoC","Asian or Asian American","290"
2019,"San Francisco CoC","Black, African American, or African","3186"
2019,"San Francisco CoC","Multiple Races","501"
2019,"San Francisco CoC","Native Hawaiian or Pacific Islander","218"
2019,"San Francisco CoC","Unknown","781"
2019,"San Francisco CoC","White","2579"
2019,"Alameda County CoC","American Indian, Alaska Native, or Indigenous","314"
2019,"Alameda County CoC","Asian or Asian American","186"
2019,"Alameda County CoC","Black, African American, or African","4341"
2019,"Alameda County CoC","Multiple Races","560"
2019,"Alameda County CoC","Native Hawaiian or Pacific Islander","155"
2019,"Alameda County CoC","Unknown","45"
2019,"Alameda County CoC","White","1955"
2019,"Sacramento County CoC","American Indian, Alaska Native, or Indigenous","243"
2019,"Sacramento County CoC","Asian or Asian American","143"
2019,"Sacramento County CoC","Black, African American, or African","5021"
2019,"Sacramento County CoC","Multiple Races","872"
2019,"Sacramento County CoC","Native Hawaiian or Pacific Islander","140"
2019,"Sacramento County CoC","Unknown","71"
2019,"Sacramento County CoC","White","4465"
2019,"Sonoma County CoC","American Indian, Alaska Native, or Indigenous","381"
2019,"Sonoma County CoC","Asian or Asian American","34"
2019,"Sonoma County CoC","Black, African American, or African","276"
2019,"Sonoma County CoC","Multiple Races","325"
2019,"Sonoma County CoC","Native Hawaiian or Pacific Islander","58"
2019,"Sonoma County CoC","Unknown","50"
2019,"Sonoma County CoC","White","2656"
2019,"Contra Costa County CoC","American Indian, Alaska Native, or Indigenous","401"
2019,"Contra Costa County CoC","Asian or Asian American","102"
2019,"Contra Costa County CoC","Black, African American, or African","2445"
2019,"Contra Costa County CoC","Multiple Races","392"
2019,"Contra Costa County CoC","Native Hawaiian or Pacific Islander","127"
2019,"Contra Costa County CoC","Unknown","132"
2019,"Contra Costa County CoC","White","2524"
2019,"Monterey, San Benito Counties CoC","American Indian, Alaska Native, or Indigenous","71"
2019,"Monterey, San Benito Counties CoC","Asian or Asian American","32"
2019,"Monterey, San Benito Counties CoC","Black, African American, or African","218"
2019,"Monterey, San Benito Counties CoC","Multiple Races","113"
2019,"Monterey, San Benito Counties CoC","Native Hawaiian or Pacific Islander","36"
2019,"Monterey, San Benito Counties CoC","White","1918"
2019,"Marin County CoC","American Indian, Alaska Native, or Indigenous","26"
2019,"Marin County CoC","Asian or Asian American","25"
2019,"Marin County CoC","Black, African American, or African","280"
2019,"Marin County CoC","Multiple Races","58"
2019,"Marin County CoC","Native Hawaiian or Pacific Islander","14"
2019,"Marin County CoC","Unknown","71"
2019,"Marin County CoC","White","742"
2019,"Santa Cruz County CoC","American Indian, Alaska Native, or Indigenous","123"
2019,"Santa Cruz County CoC","Asian or Asian American","15"
2019,"Santa Cruz County CoC","Black, African American, or African","108"
2019,"Santa Cruz County CoC","Multiple Races","125"
2019,"Santa Cruz County CoC","Native Hawaiian or Pacific Islander","27"
2019,"Santa Cruz County CoC","Unknown","111"
2019,"Santa Cruz County CoC","White","1718"
2019,"Mendocino County CoC","American Indian, Alaska Native, or Indigenous","73"
2019,"Mendocino County CoC","Black, African American, or African","21"
2019,"Mendocino County CoC","Multiple Races","37"
2019,"Mendocino County CoC","Native Hawaiian or Pacific Islander","12"
2019,"Mendocino County CoC","Unknown","28"
2019,"Mendocino County CoC","White","558"
2019,"Stanislaus County CoC","American Indian, Alaska Native, or Indigenous","137"
2019,"Stanislaus County CoC","Asian or Asian American","85"
2019,"Stanislaus County CoC","Black, African American, or African","870"
2019,"Stanislaus County CoC","Multiple Races","532"
2019,"Stanislaus County CoC","Native Hawaiian or Pacific Islander","59"
2019,"Stanislaus County CoC","White","4521"
2019,"San Joaquin County CoC","American Indian, Alaska Native, or Indigenous","153"
2019,"San Joaquin County CoC","Asian or Asian American","223"
2019,"San Joaquin County CoC","Black, African American, or African","3726"
2019,"San Joaquin County CoC","Multiple Races","837"
2019,"San Joaquin County CoC","Native Hawaiian or Pacific Islander","130"
2019,"San Joaquin County CoC","Unknown","112"
2019,"San Joaquin County CoC","White","5847"
2019,"San Mateo County CoC","American Indian, Alaska Native, or Indigenous","220"
2019,"San Mateo County CoC","Asian or Asian American","195"
2019,"San Mateo County CoC","Black, African American, or African","766"
2019,"San Mateo County CoC","Multiple Races","185"
2019,"San Mateo County CoC","Native Hawaiian or Pacific Islander","360"
2019,"San Mateo County CoC","Unknown","49"
2019,"San Mateo County CoC","White","2564"
2019,"Kings, Tulare Counties CoC","American Indian, Alaska Native, or Indigenous","117"
2019,"Kings, Tulare Counties CoC","Asian or Asian American","19"
2019,"Kings, Tulare Counties CoC","Black, African American, or African","411"
2019,"Kings, Tulare Counties CoC","Multiple Races","82"
2019,"Kings, Tulare Counties CoC","Native Hawaiian or Pacific Islander","43"
2019,"Kings, Tulare Counties CoC","Unknown","53"
2019,"Kings, Tulare Counties CoC","White","2719"
2019,"Fresno, Madera Counties CoC","American Indian, Alaska Native, or Indigenous","100"
2019,"Fresno, Madera Counties CoC","Asian or Asian American","46"
2019,"Fresno, Madera Counties CoC","Black, African American, or African","646"
2019,"Fresno, Madera Counties CoC","Multiple Races","120"
2019,"Fresno, Madera Counties CoC","Unknown","30"
2019,"Fresno, Madera Counties CoC","White","1732"
2019,"Placer County CoC","American Indian, Alaska Native, or Indigenous","64"
2019,"Placer County CoC","Asian or Asian American","22"
2019,"Placer County CoC","Black, African American, or African","137"
2019,"Placer County CoC","Multiple Races","181"
2019,"Placer County CoC","Unknown","39"
2019,"Placer County CoC","White","1233"
2019,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","American Indian, Alaska Native, or Indigenous","28"
2019,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Black, African American, or African","40"
2019,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Multiple Races","85"
2019,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Unknown","173"
2019,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","White","520"
2019,"Napa County CoC","American Indian, Alaska Native, or Indigenous","77"
2019,"Napa County CoC","Black, African American, or African","48"
2019,"Napa County CoC","Multiple Races","35"
2019,"Napa County CoC","Native Hawaiian or Pacific Islander","25"
2019,"Napa County CoC","White","732"
2019,"Solano County CoC","American Indian, Alaska Native, or Indigenous","27"
2019,"Solano County CoC","Black, African American, or African","463"
2019,"Solano County CoC","Multiple Races","127"
2019,"Solano County CoC","Native Hawaiian or Pacific Islander","25"
2019,"Solano County CoC","Unknown","12"
2019,"Solano County CoC","White","504"
2019,"Butte County CoC","American Indian, Alaska Native, or Indigenous","73"
2019,"Butte County CoC","Asian or Asian American","16"
2019,"Butte County CoC","Black, African American, or African","138"
2019,"Butte County CoC","Multiple Races","115"
2019,"Butte County CoC","White","1392"
2019,"Merced County CoC","American Indian, Alaska Native, or Indigenous","172"
2019,"Merced County CoC","Asian or Asian American","70"
2019,"Merced County CoC","Black, African American, or African","550"
2019,"Merced County CoC","Multiple Races","164"
2019,"Merced County CoC","Native Hawaiian or Pacific Islander","21"
2019,"Merced County CoC","White","2149"
2019,"Yolo County CoC","American Indian, Alaska Native, or Indigenous","62"
2019,"Yolo County CoC","Black, African American, or African","270"
2019,"Yolo County CoC","Multiple Races","65"
2019,"Yolo County CoC","Native Hawaiian or Pacific Islander","12"
2019,"Yolo County CoC","Unknown","48"
2019,"Yolo County CoC","White","727"
2019,"Humboldt County CoC","American Indian, Alaska Native, or Indigenous","105"
2019,"Humboldt County CoC","Asian or Asian American","11"
2019,"Humboldt County CoC","Black, African American, or African","77"
2019,"Humboldt County CoC","Multiple Races","133"
2019,"Humboldt County CoC","Native Hawaiian or Pacific Islander","11"
2019,"Humboldt County CoC","Unknown","293"
2019,"Humboldt County CoC","White","968"
2019,"Colusa, Glenn, Trinity Counties CoC","American Indian, Alaska Native, or Indigenous","19"
2019,"Colusa, Glenn, Trinity Counties CoC","Black, African American, or African","12"
2019,"Colusa, Glenn, Trinity Counties CoC","Multiple Races","11"
2019,"Colusa, Glenn, Trinity Counties CoC","Unknown","12"
2019,"Colusa, Glenn, Trinity Counties CoC","White","336"
2019,"Yuba, Sutter Counties CoC","White","19"
2019,"El Dorado County CoC","Black, African American, or African","12"
2019,"El Dorado County CoC","Multiple Races","14"
2019,"El Dorado County CoC","White","181"
2019,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Black, African American, or African","26"
2019,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Multiple Races","31"
2019,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","White","319"
2019,"Tehama County CoC","American Indian, Alaska Native, or Indigenous","22"
2019,"Tehama County CoC","Black, African American, or African","12"
2019,"Tehama County CoC","Multiple Races","16"
2019,"Tehama County CoC","White","313"
2019,"Lake County CoC","American Indian, Alaska Native, or Indigenous","16"
2019,"Lake County CoC","Multiple Races","22"
2019,"Lake County CoC","White","201"
2019,"Alpine, Inyo, Mono Counties CoC","American Indian, Alaska Native, or Indigenous","16"
2019,"Alpine, Inyo, Mono Counties CoC","White","128"
2019,"Nevada County CoC","Multiple Races","52"
2019,"Nevada County CoC","White","531"
2019,"Los Angeles County CoC","American Indian, Alaska Native, or Indigenous","1206"
2019,"Los Angeles County CoC","Asian or Asian American","1010"
2019,"Los Angeles County CoC","Black, African American, or African","35163"
2019,"Los Angeles County CoC","Multiple Races","1897"
2019,"Los Angeles County CoC","Native Hawaiian or Pacific Islander","663"
2019,"Los Angeles County CoC","Unknown","5638"
2019,"Los Angeles County CoC","White","40576"
2019,"San Diego County CoC","American Indian, Alaska Native, or Indigenous","302"
2019,"San Diego County CoC","Asian or Asian American","296"
2019,"San Diego County CoC","Black, African American, or African","4403"
2019,"San Diego County CoC","Multiple Races","773"
2019,"San Diego County CoC","Native Hawaiian or Pacific Islander","194"
2019,"San Diego County CoC","Unknown","442"
2019,"San Diego County CoC","White","9756"
2019,"Orange County CoC","American Indian, Alaska Native, or Indigenous","411"
2019,"Orange County CoC","Asian or Asian American","333"
2019,"Orange County CoC","Black, African American, or African","1704"
2019,"Orange County CoC","Multiple Races","472"
2019,"Orange County CoC","Native Hawaiian or Pacific Islander","166"
2019,"Orange County CoC","Unknown","140"
2019,"Orange County CoC","White","9163"
2019,"Santa Barbara County CoC","American Indian, Alaska Native, or Indigenous","120"
2019,"Santa Barbara County CoC","Asian or Asian American","12"
2019,"Santa Barbara County CoC","Black, African American, or African","236"
2019,"Santa Barbara County CoC","Multiple Races","146"
2019,"Santa Barbara County CoC","Native Hawaiian or Pacific Islander","15"
2019,"Santa Barbara County CoC","Unknown","34"
2019,"Santa Barbara County CoC","White","2238"
2019,"Kern County CoC","American Indian, Alaska Native, or Indigenous","104"
2019,"Kern County CoC","Asian or Asian American","26"
2019,"Kern County CoC","Black, African American, or African","1510"
2019,"Kern County CoC","Multiple Races","173"
2019,"Kern County CoC","Native Hawaiian or Pacific Islander","37"
2019,"Kern County CoC","White","3271"
2019,"Long Beach CoC (Los Angeles County)","American Indian, Alaska Native, or Indigenous","50"
2019,"Long Beach CoC (Los Angeles County)","Asian or Asian American","69"
2019,"Long Beach CoC (Los Angeles County)","Black, African American, or African","1869"
2019,"Long Beach CoC (Los Angeles County)","Multiple Races","151"
2019,"Long Beach CoC (Los Angeles County)","Native Hawaiian or Pacific Islander","56"
2019,"Long Beach CoC (Los Angeles County)","Unknown","37"
2019,"Long Beach CoC (Los Angeles County)","White","1732"
2019,"Pasadena CoC (Los Angeles County)","American Indian, Alaska Native, or Indigenous","20"
2019,"Pasadena CoC (Los Angeles County)","Asian or Asian American","20"
2019,"Pasadena CoC (Los Angeles County)","Black, African American, or African","338"
2019,"Pasadena CoC (Los Angeles County)","Multiple Races","45"
2019,"Pasadena CoC (Los Angeles County)","Unknown","48"
2019,"Pasadena CoC (Los Angeles County)","White","632"
2019,"Riverside County CoC","American Indian, Alaska Native, or Indigenous","158"
2019,"Riverside County CoC","Asian or Asian American","61"
2019,"Riverside County CoC","Black, African American, or African","1977"
2019,"Riverside County CoC","Multiple Races","217"
2019,"Riverside County CoC","Native Hawaiian or Pacific Islander","88"
2019,"Riverside County CoC","Unknown","41"
2019,"Riverside County CoC","White","5463"
2019,"San Bernardino County CoC","American Indian, Alaska Native, or Indigenous","181"
2019,"San Bernardino County CoC","Asian or Asian American","60"
2019,"San Bernardino County CoC","Black, African American, or African","3331"
2019,"San Bernardino County CoC","Multiple Races","331"
2019,"San Bernardino County CoC","Native Hawaiian or Pacific Islander","78"
2019,"San Bernardino County CoC","Unknown","30"
2019,"San Bernardino County CoC","White","4030"
2019,"Ventura County CoC","American Indian, Alaska Native, or Indigenous","25"
2019,"Ventura County CoC","Asian or Asian American","13"
2019,"Ventura County CoC","Black, African American, or African","157"
2019,"Ventura County CoC","Multiple Races","111"
2019,"Ventura County CoC","Native Hawaiian or Pacific Islander","13"
2019,"Ventura County CoC","Unknown","14"
2019,"Ventura County CoC","White","1720"
2019,"Glendale CoC (Los Angeles County)","American Indian, Alaska Native, or Indigenous","11"
2019,"Glendale CoC (Los Angeles County)","Black, African American, or African","137"
2019,"Glendale CoC (Los Angeles County)","Multiple Races","16"
2019,"Glendale CoC (Los Angeles County)","White","272"
2019,"Imperial County CoC","Black, African American, or African","36"
2019,"Imperial County CoC","Multiple Races","12"
2019,"Imperial County CoC","Unknown","24"
2019,"Imperial County CoC","White","744"
2019,"San Luis Obispo County CoC","American Indian, Alaska Native, or Indigenous","53"
2019,"San Luis Obispo County CoC","Asian or Asian American","12"
2019,"San Luis Obispo County CoC","Black, African American, or African","122"
2019,"San Luis Obispo County CoC","Multiple Races","106"
2019,"San Luis Obispo County CoC","Native Hawaiian or Pacific Islander","15"
2019,"San Luis Obispo County CoC","Unknown","97"
2019,"San Luis Obispo County CoC","White","1639"
2020,"California","American Indian, Alaska Native, or Indigenous","7223"
2020,"California","Asian or Asian American","4625"
2020,"California","Black, African American, or African","74186"
2020,"California","Multiple Races","10788"
2020,"California","Native Hawaiian or Pacific Islander","3172"
2020,"California","Unknown","13410"
2020,"California","White","140694"
2020,"Santa Clara County CoC","American Indian, Alaska Native, or Indigenous","794"
2020,"Santa Clara County CoC","Asian or Asian American","689"
2020,"Santa Clara County CoC","Black, African American, or African","1936"
2020,"Santa Clara County CoC","Multiple Races","893"
2020,"Santa Clara County CoC","Native Hawaiian or Pacific Islander","287"
2020,"Santa Clara County CoC","Unknown","973"
2020,"Santa Clara County CoC","White","7884"
2020,"San Francisco CoC","American Indian, Alaska Native, or Indigenous","588"
2020,"San Francisco CoC","Asian or Asian American","430"
2020,"San Francisco CoC","Black, African American, or African","4738"
2020,"San Francisco CoC","Multiple Races","715"
2020,"San Francisco CoC","Native Hawaiian or Pacific Islander","272"
2020,"San Francisco CoC","Unknown","899"
2020,"San Francisco CoC","White","3882"
2020,"Alameda County CoC","American Indian, Alaska Native, or Indigenous","320"
2020,"Alameda County CoC","Asian or Asian American","268"
2020,"Alameda County CoC","Black, African American, or African","4827"
2020,"Alameda County CoC","Multiple Races","639"
2020,"Alameda County CoC","Native Hawaiian or Pacific Islander","155"
2020,"Alameda County CoC","Unknown","55"
2020,"Alameda County CoC","White","2866"
2020,"Sacramento County CoC","American Indian, Alaska Native, or Indigenous","234"
2020,"Sacramento County CoC","Asian or Asian American","126"
2020,"Sacramento County CoC","Black, African American, or African","4297"
2020,"Sacramento County CoC","Multiple Races","843"
2020,"Sacramento County CoC","Native Hawaiian or Pacific Islander","156"
2020,"Sacramento County CoC","Unknown","183"
2020,"Sacramento County CoC","White","4083"
2020,"Sonoma County CoC","American Indian, Alaska Native, or Indigenous","354"
2020,"Sonoma County CoC","Asian or Asian American","34"
2020,"Sonoma County CoC","Black, African American, or African","287"
2020,"Sonoma County CoC","Multiple Races","294"
2020,"Sonoma County CoC","Native Hawaiian or Pacific Islander","57"
2020,"Sonoma County CoC","Unknown","62"
2020,"Sonoma County CoC","White","2562"
2020,"Contra Costa County CoC","American Indian, Alaska Native, or Indigenous","514"
2020,"Contra Costa County CoC","Asian or Asian American","87"
2020,"Contra Costa County CoC","Black, African American, or African","2437"
2020,"Contra Costa County CoC","Multiple Races","416"
2020,"Contra Costa County CoC","Native Hawaiian or Pacific Islander","128"
2020,"Contra Costa County CoC","Unknown","192"
2020,"Contra Costa County CoC","White","2568"
2020,"Monterey, San Benito Counties CoC","American Indian, Alaska Native, or Indigenous","78"
2020,"Monterey, San Benito Counties CoC","Asian or Asian American","46"
2020,"Monterey, San Benito Counties CoC","Black, African American, or African","174"
2020,"Monterey, San Benito Counties CoC","Multiple Races","100"
2020,"Monterey, San Benito Counties CoC","Native Hawaiian or Pacific Islander","36"
2020,"Monterey, San Benito Counties CoC","Unknown","23"
2020,"Monterey, San Benito Counties CoC","White","1658"
2020,"Marin County CoC","American Indian, Alaska Native, or Indigenous","27"
2020,"Marin County CoC","Asian or Asian American","22"
2020,"Marin County CoC","Black, African American, or African","267"
2020,"Marin County CoC","Multiple Races","54"
2020,"Marin County CoC","Native Hawaiian or Pacific Islander","12"
2020,"Marin County CoC","Unknown","56"
2020,"Marin County CoC","White","684"
2020,"Santa Cruz County CoC","American Indian, Alaska Native, or Indigenous","97"
2020,"Santa Cruz County CoC","Asian or Asian American","13"
2020,"Santa Cruz County CoC","Black, African American, or African","115"
2020,"Santa Cruz County CoC","Multiple Races","119"
2020,"Santa Cruz County CoC","Native Hawaiian or Pacific Islander","24"
2020,"Santa Cruz County CoC","Unknown","224"
2020,"Santa Cruz County CoC","White","1804"
2020,"Mendocino County CoC","American Indian, Alaska Native, or Indigenous","133"
2020,"Mendocino County CoC","Black, African American, or African","23"
2020,"Mendocino County CoC","Multiple Races","56"
2020,"Mendocino County CoC","Unknown","16"
2020,"Mendocino County CoC","White","735"
2020,"Stanislaus County CoC","American Indian, Alaska Native, or Indigenous","108"
2020,"Stanislaus County CoC","Asian or Asian American","76"
2020,"Stanislaus County CoC","Black, African American, or African","628"
2020,"Stanislaus County CoC","Multiple Races","432"
2020,"Stanislaus County CoC","Native Hawaiian or Pacific Islander","52"
2020,"Stanislaus County CoC","White","3511"
2020,"San Joaquin County CoC","American Indian, Alaska Native, or Indigenous","120"
2020,"San Joaquin County CoC","Asian or Asian American","144"
2020,"San Joaquin County CoC","Black, African American, or African","2596"
2020,"San Joaquin County CoC","Multiple Races","571"
2020,"San Joaquin County CoC","Native Hawaiian or Pacific Islander","95"
2020,"San Joaquin County CoC","Unknown","81"
2020,"San Joaquin County CoC","White","4113"
2020,"San Mateo County CoC","American Indian, Alaska Native, or Indigenous","193"
2020,"San Mateo County CoC","Asian or Asian American","200"
2020,"San Mateo County CoC","Black, African American, or African","791"
2020,"San Mateo County CoC","Multiple Races","169"
2020,"San Mateo County CoC","Native Hawaiian or Pacific Islander","360"
2020,"San Mateo County CoC","Unknown","48"
2020,"San Mateo County CoC","White","2500"
2020,"Kings, Tulare Counties CoC","American Indian, Alaska Native, or Indigenous","105"
2020,"Kings, Tulare Counties CoC","Asian or Asian American","28"
2020,"Kings, Tulare Counties CoC","Black, African American, or African","355"
2020,"Kings, Tulare Counties CoC","Multiple Races","97"
2020,"Kings, Tulare Counties CoC","Native Hawaiian or Pacific Islander","31"
2020,"Kings, Tulare Counties CoC","White","2665"
2020,"Fresno, Madera Counties CoC","American Indian, Alaska Native, or Indigenous","154"
2020,"Fresno, Madera Counties CoC","Asian or Asian American","49"
2020,"Fresno, Madera Counties CoC","Black, African American, or African","854"
2020,"Fresno, Madera Counties CoC","Multiple Races","132"
2020,"Fresno, Madera Counties CoC","Native Hawaiian or Pacific Islander","28"
2020,"Fresno, Madera Counties CoC","Unknown","48"
2020,"Fresno, Madera Counties CoC","White","2939"
2020,"Placer County CoC","American Indian, Alaska Native, or Indigenous","65"
2020,"Placer County CoC","Asian or Asian American","30"
2020,"Placer County CoC","Black, African American, or African","142"
2020,"Placer County CoC","Multiple Races","173"
2020,"Placer County CoC","Native Hawaiian or Pacific Islander","16"
2020,"Placer County CoC","Unknown","43"
2020,"Placer County CoC","White","1274"
2020,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","American Indian, Alaska Native, or Indigenous","46"
2020,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Black, African American, or African","55"
2020,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Multiple Races","171"
2020,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Native Hawaiian or Pacific Islander","11"
2020,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Unknown","214"
2020,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","White","972"
2020,"Napa County CoC","American Indian, Alaska Native, or Indigenous","84"
2020,"Napa County CoC","Asian or Asian American","21"
2020,"Napa County CoC","Black, African American, or African","62"
2020,"Napa County CoC","Multiple Races","42"
2020,"Napa County CoC","Native Hawaiian or Pacific Islander","16"
2020,"Napa County CoC","Unknown","255"
2020,"Napa County CoC","White","890"
2020,"Solano County CoC","American Indian, Alaska Native, or Indigenous","31"
2020,"Solano County CoC","Asian or Asian American","31"
2020,"Solano County CoC","Black, African American, or African","552"
2020,"Solano County CoC","Multiple Races","128"
2020,"Solano County CoC","Native Hawaiian or Pacific Islander","27"
2020,"Solano County CoC","Unknown","26"
2020,"Solano County CoC","White","625"
2020,"Butte County CoC","American Indian, Alaska Native, or Indigenous","66"
2020,"Butte County CoC","Asian or Asian American","15"
2020,"Butte County CoC","Black, African American, or African","146"
2020,"Butte County CoC","Multiple Races","136"
2020,"Butte County CoC","Native Hawaiian or Pacific Islander","15"
2020,"Butte County CoC","Unknown","36"
2020,"Butte County CoC","White","1438"
2020,"Merced County CoC","American Indian, Alaska Native, or Indigenous","141"
2020,"Merced County CoC","Asian or Asian American","64"
2020,"Merced County CoC","Black, African American, or African","419"
2020,"Merced County CoC","Multiple Races","181"
2020,"Merced County CoC","Native Hawaiian or Pacific Islander","26"
2020,"Merced County CoC","White","1855"
2020,"Yolo County CoC","American Indian, Alaska Native, or Indigenous","62"
2020,"Yolo County CoC","Asian or Asian American","12"
2020,"Yolo County CoC","Black, African American, or African","307"
2020,"Yolo County CoC","Multiple Races","73"
2020,"Yolo County CoC","Native Hawaiian or Pacific Islander","16"
2020,"Yolo County CoC","Unknown","81"
2020,"Yolo County CoC","White","1029"
2020,"Humboldt County CoC","American Indian, Alaska Native, or Indigenous","147"
2020,"Humboldt County CoC","Asian or Asian American","14"
2020,"Humboldt County CoC","Black, African American, or African","48"
2020,"Humboldt County CoC","Multiple Races","115"
2020,"Humboldt County CoC","Unknown","479"
2020,"Humboldt County CoC","White","954"
2020,"Colusa, Glenn, Trinity Counties CoC","American Indian, Alaska Native, or Indigenous","20"
2020,"Colusa, Glenn, Trinity Counties CoC","Multiple Races","20"
2020,"Colusa, Glenn, Trinity Counties CoC","White","456"
2020,"Yuba, Sutter Counties CoC","American Indian, Alaska Native, or Indigenous","23"
2020,"Yuba, Sutter Counties CoC","Black, African American, or African","68"
2020,"Yuba, Sutter Counties CoC","Multiple Races","22"
2020,"Yuba, Sutter Counties CoC","Unknown","144"
2020,"Yuba, Sutter Counties CoC","White","441"
2020,"El Dorado County CoC","Multiple Races","12"
2020,"El Dorado County CoC","White","245"
2020,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Black, African American, or African","13"
2020,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Multiple Races","29"
2020,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","White","274"
2020,"Tehama County CoC","American Indian, Alaska Native, or Indigenous","20"
2020,"Tehama County CoC","Black, African American, or African","16"
2020,"Tehama County CoC","Multiple Races","19"
2020,"Tehama County CoC","White","378"
2020,"Lake County CoC","Black, African American, or African","11"
2020,"Lake County CoC","Multiple Races","14"
2020,"Lake County CoC","White","187"
2020,"Alpine, Inyo, Mono Counties CoC","American Indian, Alaska Native, or Indigenous","18"
2020,"Alpine, Inyo, Mono Counties CoC","Unknown","18"
2020,"Alpine, Inyo, Mono Counties CoC","White","167"
2020,"Nevada County CoC","Multiple Races","43"
2020,"Nevada County CoC","White","474"
2020,"Los Angeles County CoC","American Indian, Alaska Native, or Indigenous","1306"
2020,"Los Angeles County CoC","Asian or Asian American","1165"
2020,"Los Angeles County CoC","Black, African American, or African","33651"
2020,"Los Angeles County CoC","Multiple Races","1862"
2020,"Los Angeles County CoC","Native Hawaiian or Pacific Islander","674"
2020,"Los Angeles County CoC","Unknown","6875"
2020,"Los Angeles County CoC","White","42649"
2020,"San Diego County CoC","American Indian, Alaska Native, or Indigenous","386"
2020,"San Diego County CoC","Asian or Asian American","448"
2020,"San Diego County CoC","Black, African American, or African","4872"
2020,"San Diego County CoC","Multiple Races","699"
2020,"San Diego County CoC","Native Hawaiian or Pacific Islander","241"
2020,"San Diego County CoC","Unknown","1518"
2020,"San Diego County CoC","White","12326"
2020,"Orange County CoC","American Indian, Alaska Native, or Indigenous","403"
2020,"Orange County CoC","Asian or Asian American","350"
2020,"Orange County CoC","Black, African American, or African","1521"
2020,"Orange County CoC","Multiple Races","480"
2020,"Orange County CoC","Native Hawaiian or Pacific Islander","165"
2020,"Orange County CoC","Unknown","261"
2020,"Orange County CoC","White","9110"
2020,"Santa Barbara County CoC","American Indian, Alaska Native, or Indigenous","143"
2020,"Santa Barbara County CoC","Asian or Asian American","18"
2020,"Santa Barbara County CoC","Black, African American, or African","217"
2020,"Santa Barbara County CoC","Multiple Races","157"
2020,"Santa Barbara County CoC","Native Hawaiian or Pacific Islander","18"
2020,"Santa Barbara County CoC","Unknown","99"
2020,"Santa Barbara County CoC","White","2271"
2020,"Kern County CoC","American Indian, Alaska Native, or Indigenous","103"
2020,"Kern County CoC","Asian or Asian American","35"
2020,"Kern County CoC","Black, African American, or African","1547"
2020,"Kern County CoC","Multiple Races","220"
2020,"Kern County CoC","Native Hawaiian or Pacific Islander","37"
2020,"Kern County CoC","White","3758"
2020,"Long Beach CoC (Los Angeles County)","American Indian, Alaska Native, or Indigenous","49"
2020,"Long Beach CoC (Los Angeles County)","Asian or Asian American","89"
2020,"Long Beach CoC (Los Angeles County)","Black, African American, or African","1801"
2020,"Long Beach CoC (Los Angeles County)","Multiple Races","150"
2020,"Long Beach CoC (Los Angeles County)","Native Hawaiian or Pacific Islander","49"
2020,"Long Beach CoC (Los Angeles County)","Unknown","35"
2020,"Long Beach CoC (Los Angeles County)","White","1933"
2020,"Pasadena CoC (Los Angeles County)","American Indian, Alaska Native, or Indigenous","19"
2020,"Pasadena CoC (Los Angeles County)","Asian or Asian American","20"
2020,"Pasadena CoC (Los Angeles County)","Black, African American, or African","360"
2020,"Pasadena CoC (Los Angeles County)","Multiple Races","35"
2020,"Pasadena CoC (Los Angeles County)","Unknown","43"
2020,"Pasadena CoC (Los Angeles County)","White","486"
